Time,Object_ID,Color,Energy,Speed
1,4399897520,Red,96.4000000000002,0.6748000000000014
1,4399899584,Red,96.4000000000002,0.6748000000000014
1,4399900160,Red,96.4000000000002,0.6748000000000014
1,4399900736,Red,96.4000000000002,0.6748000000000014
1,4399900544,Red,96.4000000000002,0.6748000000000014
1,4399901216,Red,96.4000000000002,0.6748000000000014
1,4399900976,Red,96.4000000000002,0.6748000000000014
1,4399901024,Red,96.4000000000002,0.6748000000000014
1,4399900496,Red,96.4000000000002,0.6748000000000014
1,4399900880,Red,96.4000000000002,0.6748000000000014
1,4399899728,Red,96.4000000000002,0.6748000000000014
1,4399900640,Red,96.4000000000002,0.6748000000000014
1,4399899824,Red,96.4000000000002,0.6748000000000014
1,4399899440,Red,96.4000000000002,0.6748000000000014
1,4399897760,Red,194.20000000000033,1.3594000000000022
1,4399901072,Red,96.4000000000002,0.6748000000000014
1,4399900592,Red,96.4000000000002,0.6748000000000014
1,4399900304,Red,96.4000000000002,0.6748000000000014
1,4399901312,Red,96.4000000000002,0.6748000000000014
1,4399900832,Red,96.4000000000002,0.6748000000000014
1,4399900928,Yellow,197.20000000000016,1.380400000000001
1,4399901360,Yellow,97.30000000000015,0.681100000000001
1,4399899968,Yellow,97.30000000000015,0.681100000000001
1,4399900064,Yellow,97.30000000000015,0.681100000000001
1,4399900208,Yellow,97.30000000000015,0.681100000000001
1,4399901408,Yellow,97.30000000000015,0.681100000000001
1,4399901264,Yellow,97.30000000000015,0.681100000000001
1,4399901168,Yellow,97.30000000000015,0.681100000000001
1,4399899680,Yellow,97.30000000000015,0.681100000000001
1,4399901456,Yellow,97.30000000000015,0.681100000000001
1,4399899776,Yellow,97.30000000000015,0.681100000000001
1,4399901504,Yellow,97.30000000000015,0.681100000000001
1,4399901552,Yellow,97.30000000000015,0.681100000000001
1,4399901600,Yellow,97.30000000000015,0.681100000000001
1,4399901648,Yellow,97.30000000000015,0.681100000000001
1,4399901696,Yellow,97.30000000000015,0.681100000000001
1,4399901744,Yellow,97.30000000000015,0.681100000000001
1,4399901792,Yellow,97.30000000000015,0.681100000000001
1,4399901840,Yellow,97.30000000000015,0.681100000000001
1,4399900256,Green,98.2000000000001,0.7
1,4399901936,Green,98.2000000000001,0.7
1,4399901984,Green,98.2000000000001,0.7
1,4399902032,Green,98.2000000000001,0.7
1,4399902080,Green,98.2000000000001,0.7
1,4399902848,Green,98.2000000000001,0.7
1,4399902128,Green,98.2000000000001,0.7
1,4399903088,Green,98.2000000000001,0.7
1,4399902752,Green,98.2000000000001,0.7
1,4399903136,Green,98.2000000000001,0.7
1,4399903184,Green,98.2000000000001,0.7
1,4399903232,Green,98.2000000000001,0.7
1,4399903280,Green,98.2000000000001,0.7
1,4399903328,Green,98.2000000000001,0.7
1,4399903376,Green,98.2000000000001,0.7
1,4399903424,Green,98.2000000000001,0.7
1,4399903472,Green,98.2000000000001,0.7
1,4399903520,Green,98.2000000000001,0.7
1,4399903568,Green,98.2000000000001,0.7
1,4399903616,Green,98.2000000000001,0.7
1,4399903664,Green,98.2000000000001,0.7
1,4399903712,Green,98.2000000000001,0.7
1,4399903760,Green,98.2000000000001,0.7
1,4399903808,Green,98.2000000000001,0.7
1,4399903856,Green,98.2000000000001,0.7
1,4399903952,Green,98.2000000000001,0.7
1,4399904000,Green,98.2000000000001,0.7
1,4399904048,Green,98.2000000000001,0.7
1,4399904096,Green,98.2000000000001,0.7
2,4399897520,Red,93.40000000000038,0.6538000000000026
2,4399899584,Red,93.40000000000038,0.6538000000000026
2,4399900160,Red,93.40000000000038,0.6538000000000026
2,4399900736,Red,93.40000000000038,0.6538000000000026
2,4399900544,Red,93.40000000000038,0.6538000000000026
2,4399901216,Red,93.40000000000038,0.6538000000000026
2,4399900976,Red,93.40000000000038,0.6538000000000026
